numberOfTrips,start_day,start_month,start_year,Community Areas,duration,distance
316,9,9,2018,31,1507,2.5189312365069
71,20,10,2018,1,728,1.50159945630019
24,24,4,2018,22,1050,3.53979000561786
389,11,12,2018,57,1010,1.77450036713826
185,27,1,2018,23,984,2.40280125718184
5,19,11,2018,56,1442,4.11545965617532
7,20,5,2018,32,700,2.32891924504534
1,25,8,2018,42,2056,4.54288686493176
209,17,8,2018,76,1460,2.80755004762331
25,17,9,2018,14,769,2.47210168318555
1,1,9,2018,65,1868,5.74775261899066
123,21,6,2018,6,1959,1.9012194271365
16,23,6,2018,32,3972,3.90877889550359
3,29,1,2018,32,481,1.47937988059292
20,12,3,2018,16,992,2.14832615954703
1073,21,4,2018,37,1281,1.96287130797133
256,27,11,2018,68,714,1.93892801269493
83,22,10,2018,10,608,1.58440343458812
9,2,8,2018,13,944,2.22467917541109
2,28,2,2018,27,599,2.42259008881141
52,10,3,2018,10,735,1.99453934364219
17,30,5,2018,7,568,1.67071639619341
449,19,9,2018,23,917,2.57424379802362
1,7,10,2018,21,332,0.782288293669618
44,10,10,2018,35,632,1.63657469682639
1,11,6,2018,40,3995,1.76931468980627
2,7,7,2018,21,10260,18.863936464438
2538,30,6,2018,38,2249,1.95690959178805
96,19,6,2018,0,1520,2.31172273310491
112,19,4,2018,31,700,1.88579865410632
6,27,4,2018,20,715,2.2887077217947
51,10,10,2018,9,18663,1.2620388970768
10,6,8,2018,28,5973,1.91560744098404
523,18,6,2018,34,1392,2.35210346756189
1,17,1,2018,28,837,3.63435046601317
13,13,6,2018,66,797,0.875401083784321
14,7,2,2018,58,523,1.74504284394992
7,20,6,2018,66,1029,1.52830047228699
7,8,12,2018,59,620,2.23482843269951
387,14,3,2018,25,690,2.26396853951563
31,21,12,2018,0,522,1.50519551856809
402,10,12,2018,68,798,1.94108399243306
1783,23,9,2018,38,2047,2.01409186078307
1146,16,6,2018,25,1327,2.39897455781085
7,17,4,2018,22,985,3.4765379558092
206,9,12,2018,25,750,2.04274116548965
25,20,5,2018,9,441,1.05145967088334
78,13,10,2018,1,897,1.57078181774074
32,18,2,2018,6,789,2.1126455010278
1,8,9,2018,65,3320,2.31233254614676
2,8,10,2018,26,2021,8.60412513844143
3,16,4,2018,56,1662,4.09614945469778
12,29,9,2018,24,1401,3.44390815557889
6,25,1,2018,20,559,1.71686266815875
148,30,12,2018,29,642,1.61941700316677
681,26,4,2018,25,882,2.32307206451856
30,15,8,2018,9,687,1.68364967244732
3,11,2,2018,35,647,1.16943165313926
5,12,8,2018,40,4787,14.9122860691922
18,14,3,2018,22,2408,4.35687214123884
5,31,1,2018,67,1009,2.31089464617439
68,10,4,2018,76,705,2.16286918944474
15,16,12,2018,16,1225,2.77408821050399
45,4,3,2018,1,1170,1.76010330597285
7,15,10,2018,39,736,0.851363656295008
243,30,5,2018,1,787,1.48754598709364
64,21,9,2018,58,1222,2.9765525132712
13,15,7,2018,39,3177,2.99569719477689
113,22,10,2018,33,872,2.26808162192236
32,8,5,2018,5,1031,1.71700240108697
88,28,2,2018,33,676,2.03218228197406
13,17,3,2018,58,2952,2.43562190222332
282,24,1,2018,57,529,1.60042843474054
3,23,4,2018,40,332,0.893460933495106
17,29,6,2018,24,1104,2.52068927588777
1,10,7,2018,41,1213,1.67546808882559
3,26,2,2018,21,927,2.70584545320226
1140,4,8,2018,25,1194,2.26774745845458
66,13,10,2018,10,715,1.43160112266642
22,2,7,2018,24,1531,2.61529534803081
45,18,6,2018,35,837,1.80986161130678
16,16,12,2018,58,708,1.74855035876274
7,8,1,2018,16,516,1.77703274491112
2,17,4,2018,21,1289,4.03786686746103
82,25,4,2018,10,1468,2.12075052005631
340,1,10,2018,34,1461,2.39029301365575
32,29,11,2018,76,716,2.31996877042903
141,13,6,2018,33,950,2.22660247017989
766,16,10,2018,57,735,2.05094461947715
77,22,6,2018,76,1954,3.13022534677306
121,22,1,2018,23,636,2.07683205469231
1,13,12,2018,65,9901,0.926174036057908
9,10,7,2018,13,3079,3.02859936046106
4,26,12,2018,56,1581,2.48316968764331
6,6,7,2018,65,5461,1.69402405614805
3,8,11,2018,3,760,2.44942900309376
119,16,5,2018,33,1263,2.5734774991709
7,25,11,2018,35,460,1.47703841502375
7,30,6,2018,65,407494,3.52605975454671
2,9,12,2018,24,1806,6.22913824543998
33,15,8,2018,14,846,2.52531394738622
4,4,7,2018,30,1021,3.57211047122026
16,26,6,2018,24,861,2.72079110823086
9,20,8,2018,39,1335,3.32386459706148
500,29,4,2018,25,1149,2.29824964786234
1,5,10,2018,66,2378,6.54398603401785
39,4,4,2018,1,456,1.17046923778471
241,10,8,2018,76,1906,3.40491401908601
3,16,6,2018,3,912,1.70951172704616
14,3,8,2018,7,546,1.48880432185988
37,8,7,2018,4,3610,2.4063202599716
201,25,9,2018,31,942,2.63713856822729
157,1,5,2018,1,1348,1.95139310904727
1138,21,2,2018,29,593,1.55196595054771
1,27,4,2018,13,322,1.0030777918686
1,23,2,2018,41,1469,6.45366836771456
3247,3,10,2018,37,1784,2.03241997087285
32,12,7,2018,22,1338,3.31822069279971
67,15,3,2018,10,689,1.98288841251701
248,1,10,2018,31,925,2.34264006668346
89,1,6,2018,0,739,1.96134276721701
14,25,4,2018,7,397,1.45231312418161
108,23,12,2018,25,757,1.88741988113852
355,24,2,2018,57,584,1.70671221908111
115,19,2,2018,23,915,2.45563051001021
4,28,1,2018,3,523,1.86623905282417
1,3,12,2018,67,612,1.93926978790397
5,21,4,2018,59,628,2.24550616811299
29,10,11,2018,9,460,0.971516264141935
2,18,3,2018,3,303,1.01959392340907
2,30,5,2018,66,1738,0.762224769832792
8,27,7,2018,42,1322,0.123485757309037
5,3,5,2018,13,1165,2.98610629633189
154,14,9,2018,46,1100,2.85203055785734
14,6,7,2018,59,1216,2.52862358783233
319,13,5,2018,34,1833,2.35042011050905
20,15,6,2018,39,1840,2.03543371797427
6,28,3,2018,7,647,2.07233997746232
10,25,7,2018,13,1125,2.82532332565655
3499,28,5,2018,37,2240,2.16152749810744
1,8,3,2018,40,240,0.741041007167958
46,13,10,2018,58,1663,1.94321507930312
639,15,12,2018,68,1041,1.85809291488254
115,13,6,2018,10,867,1.9659660696516
4,18,1,2018,5,662,1.91839809135686
2,14,4,2018,22,1130,5.09516175779498
15,23,10,2018,4,872,2.06533445511655
2350,11,10,2018,29,666,1.65794415620097
8,10,1,2018,22,960,3.31833849572529
231,28,8,2018,31,1258,2.79080764801331
12,11,5,2018,5,583,1.44341247875783
966,26,5,2018,25,1411,2.51825973703719
4,30,6,2018,42,624,0.740914543854224
1,19,4,2018,27,1780,7.08527482602444
31,6,11,2018,58,627,2.09753326823871
1,17,4,2018,15,1818,5.26598841911286
2,11,10,2018,26,1691,5.57257240153458
18,1,5,2018,7,657,1.62925014465752
24,7,8,2018,22,2298,3.41631372491075
44,26,12,2018,76,760,2.0720347004113
163,26,6,2018,1,814,1.66449268155808
277,1,2,2018,68,652,2.15997334829695
55,6,4,2018,33,826,2.33514125274529
2867,18,6,2018,38,1137,1.91565843447722
17,9,2,2018,34,610,1.26638636788169
5,18,5,2018,39,1573,1.26170944246546
38,10,9,2018,5,933,2.3123837293278
45,13,10,2018,35,9441,1.91894904254064
19,30,1,2018,9,389,0.997137598287597
29,12,9,2018,14,636,2.04585289728128
154,25,11,2018,38,2396,1.46132455571983
1294,16,6,2018,29,4797,2.05669505583686
5,8,1,2018,13,637,2.42036720721972
15,25,7,2018,39,1925,3.42328945755183
3,1,12,2018,32,352,0.478387503583449
119,23,10,2018,1,747,1.67173005800043
1,7,3,2018,21,675,1.74857649967745
107,10,7,2018,10,1062,2.46048431595741
27,19,2,2018,0,543,1.2008473443296
1,23,12,2018,28,1198,5.64993310371439
18,29,4,2018,22,1221,2.93534643357297
87,5,10,2018,46,674,2.02498101913974
489,14,9,2018,23,1234,2.79373553472683
1016,4,9,2018,25,1133,2.33183992892853
62,28,3,2018,1,528,1.44080520149882
38,31,10,2018,16,651,2.1543369641129
25,3,8,2018,4,1391,2.85125594628298
14,9,4,2018,58,682,2.30910548357505
15,16,5,2018,30,1295,2.30753507774919
2,26,6,2018,27,24539,0
40,24,8,2018,16,7615,2.42824576039897
7,6,2,2018,9,738,0.999391837206208
6,16,8,2018,27,31811,1.82380273314991
45,30,3,2018,10,701,1.52815338795582
282,6,9,2018,34,954,2.15397202396325
1,12,11,2018,41,1273,2.42418564047294
45,21,4,2018,33,771,2.16843806421554
1,11,4,2018,67,7850,0
111,5,4,2018,6,497,1.30568346456154
99,23,9,2018,10,1360,2.41594960011279
28,30,10,2018,14,667,1.88389121217315
11,13,10,2018,59,1897,3.42688801217295
74,11,9,2018,35,818,1.68255640696853
3,12,7,2018,40,375,1.04257852049676
1358,17,12,2018,37,807,1.72421773501642
84,19,1,2018,6,489,1.51436679127604
19,10,6,2018,16,1294,3.65274638421233
348,15,2,2018,25,707,2.22404585925315
238,1,6,2018,1,754,1.65312936044895
848,8,1,2018,37,602,1.6870988886881
81,8,9,2018,0,1674,2.57277071778495
4,7,5,2018,30,790,2.97379199897209
638,14,6,2018,34,1345,2.60278030330978
1,28,1,2018,4,1636,6.42330100476647
7,26,5,2018,7,1324,2.04323103077827
23,25,9,2018,32,1614,2.29170509756331
7,17,9,2018,66,10020,2.70491581117015
6,13,6,2018,28,648,0.857619930891156
580,20,1,2018,38,957,1.67121662429509
3066,13,8,2018,29,798,1.86862023042709
5,11,12,2018,32,1007,2.1351158211063
36,1,11,2018,16,677,2.05956376710464
10,5,1,2018,9,465,0.914825358394857
2,19,1,2018,32,233,0.521774018938644
2013,23,4,2018,38,886,1.80355036487887
52,31,1,2018,33,676,2.12823177201575
1812,6,6,2018,68,1005,2.62495312048283
106,19,7,2018,0,2205,1.92338216927022
6,23,7,2018,15,2106,7.42054641648608
74,11,4,2018,46,696,2.21391650574241
20,14,1,2018,1,416,1.23055818863307
18,24,6,2018,39,2021,1.46774274292194
6,9,3,2018,22,1052,2.74411517031873
35,25,9,2018,58,835,2.67789296452124
12,2,8,2018,28,2920,3.13019920245374
3,21,2,2018,56,7604,4.09614945469778
35,2,10,2018,58,928,2.59498458384518
486,19,3,2018,68,721,2.24489072312826
301,15,9,2018,76,2372,3.59492823203324
3,12,7,2018,66,1018,3.48034257586157
82,17,10,2018,1,763,1.89066500360114
15,22,10,2018,22,739,2.53420506615241
41,7,2,2018,33,2143,1.53206001859762
47,20,4,2018,9,4584,1.78105979304472
3,25,4,2018,66,350,1.23903651081909
3153,5,8,2018,37,1873,2.12700739979726
1,1,6,2018,27,1247,4.87550014424219
43,9,6,2018,16,102047,3.32446526618392
199,31,7,2018,1,1149,2.38090661785519
3,25,2,2018,4,706,1.77836441061406
5,16,3,2018,56,869,2.84570010842638
21,10,6,2018,22,1772,4.29841809697152
5,2,6,2018,27,83433,1.42866201746006
1532,25,7,2018,57,1192,2.54498541509614
2224,18,5,2018,38,1043,1.71595132231231
275,26,5,2018,1,2231,1.98627925309041
615,5,11,2018,57,649,1.95697205942206
2,20,7,2018,3,857,3.49492231888516
10,20,4,2018,32,1184,3.90299930415504
1,24,10,2018,67,776,3.20394485170921
3,22,2,2018,59,1369,4.2383627860678
1,25,12,2018,26,1634,3.22442342390794
24,1,8,2018,22,991,3.65447473803511
2,5,6,2018,42,586,1.068098932975
14,18,10,2018,4,971,2.61369867701821
392,19,11,2018,57,784,1.88400473320756
165,13,11,2018,23,775,2.53156419616969
3141,14,8,2018,29,820,1.85135495421706
47,29,5,2018,16,2745,2.13784868778736
2,5,8,2018,40,1331,1.62122377343656
1108,13,3,2018,37,627,1.61484440018033
2,28,1,2018,27,1875,5.65168800282139
23,8,7,2018,28,1979,2.37573052186014
21,1,6,2018,24,1849,3.03803052501023
452,8,9,2018,23,1372,2.54989928734387
285,30,10,2018,8,885,1.55948664446957
1345,14,6,2018,57,1025,2.53307083701633
13,16,11,2018,22,854,2.90442418730149
50,19,4,2018,0,787,1.95352874665415
126,23,9,2018,33,1419,2.83538946059053
11,21,3,2018,20,593,1.67027926911937
1,27,11,2018,20,686,2.1485915297778
162,20,4,2018,6,710,1.74720466477442
36,2,8,2018,22,1000,2.95640035442403
210,14,11,2018,23,753,2.18015243851863
19,12,12,2018,35,649,1.68292932374152
5,26,2,2018,13,1123,2.6859263726516
9,26,12,2018,58,858,2.82442079649426
39,7,5,2018,4,1080,1.54643392886529
276,25,5,2018,1,1267,1.93712608954593
35,28,1,2018,1,590,1.39301986505246
20,27,11,2018,46,847,2.24972908042255
6,26,7,2018,66,1877,2.64800765685054
1,10,3,2018,28,608,2.68298366045316
121,2,6,2018,33,1101,2.8034653541485
51,4,12,2018,46,804,2.67305867961916
20,6,4,2018,9,473,0.966930823564192
181,6,11,2018,34,813,1.88149621326767
76,23,7,2018,35,3429,1.94031550463205
376,20,11,2018,57,578,1.69303884828
30,28,11,2018,46,1126,3.23400536974844
12,24,11,2018,5,853,0.847973782937534
55,27,1,2018,1,979,2.24307278405408
2,30,5,2018,42,440,1.3448174915255
3,6,8,2018,40,745,2.40857605623582
1,11,4,2018,66,1168,3.68678498311893
432,13,6,2018,31,1517,3.10354871649817
3,4,5,2018,15,1761,0.256443604412374
31,12,2,2018,10,611,1.55826682823462
2,28,4,2018,21,865,2.54491995673594
3412,14,6,2018,37,1151,2.1781626141235
91,30,9,2018,76,1088,2.74855554102049
155,19,4,2018,6,549,1.65472466475044
16,12,12,2018,9,516,1.32069757312149
22,29,5,2018,39,1223,0.927803262662721
26,11,9,2018,32,1270,2.80756890275103
1,14,1,2018,4,433,1.88351048736965
1342,12,11,2018,38,642,1.61445697392867
14,25,10,2018,32,656,1.94824682483382
1,21,5,2018,28,498,1.59614430387225
24,3,10,2018,20,1381,2.04037848315335
5,8,7,2018,21,2577,2.51061954381583
5,16,8,2018,21,5106,3.16297116669175
9,13,7,2018,28,1015,2.26459350160933
152,25,10,2018,6,591,1.74093912056626
10,26,7,2018,59,980,2.9100557344825
27,7,6,2018,4,2081,2.57809902604077
27,6,1,2018,8,415,0.841368284562745
1294,27,7,2018,25,985,2.3696027740154
258,22,12,2018,68,687,1.70175746931036
253,25,6,2018,1,12619,1.99179627623441
1,13,9,2018,3,1184,4.35610266085585
9,6,6,2018,67,526,1.27592741419926
4,1,1,2018,33,215,0.555917080749406
2,4,2,2018,20,774,0.92976459004601
572,27,1,2018,57,757,1.94932205592091
6,23,4,2018,22,897,3.00332980284539
9,14,6,2018,56,990,3.15234908632369
7,28,3,2018,24,971,2.16602641583255
177,16,6,2018,46,1179,2.73478349141193
140,19,7,2018,33,27618,2.57202303332462
4,25,4,2018,67,441,0.677156032794284
81,24,6,2018,35,3070,2.3058489738311
19,20,3,2018,35,533,1.28739338476099
1,24,12,2018,67,294,1.14755551604271
2602,24,6,2018,38,2262,2.04781111854502
696,12,9,2018,34,1667,2.57037204585089
166,9,3,2018,23,690,2.10984802451421
52,13,1,2018,34,549,1.49410449782709
3,1,5,2018,67,280,1.07311488756164
1111,2,10,2018,57,963,2.10397505853056
1,20,5,2018,65,8003,4.62309493210407
48,13,11,2018,1,524,1.37179903969778
2,4,12,2018,7,417,1.30962129331981
98,26,4,2018,33,918,2.20304652181844
23,14,1,2018,0,743,1.77000378088254
23,29,5,2018,20,1026,2.24167360751937
103,10,10,2018,46,982,2.85890982422727
1,27,11,2018,24,845,2.34500671034785
372,8,3,2018,57,843,1.80093899564349
16,1,11,2018,20,651,1.86525569235246
80,6,11,2018,1,507,1.09525722365845
3,24,10,2018,66,253,0.595885447097153
31,27,7,2018,22,1310,4.28704478303334
2,5,7,2018,13,969,1.94742823159338
67,11,12,2018,10,532,1.31260021895136
4,25,10,2018,26,1888,4.2214865319307
7,18,12,2018,4,587,1.77055925219691
1189,13,3,2018,38,580,1.48730551849177
1670,4,9,2018,68,1292,2.34773397717346
241,13,1,2018,37,612,1.41010320332072
95,24,8,2018,33,1405,2.49304663993068
19,22,2,2018,58,879,2.84880892578243
5,26,4,2018,30,1226,4.37291506537813
261,8,11,2018,23,960,2.44591662574043
2,18,10,2018,3,758,2.40096844952083
9,2,5,2018,30,863,2.75783157313758
21,27,9,2018,20,856,2.08329014935188
7,14,8,2018,28,1156,2.00093588934833
6,24,3,2018,9,423,1.05171141710101
36,8,9,2018,22,1150,3.23314567685756
4,30,10,2018,7,880,2.29124362810345
7,9,3,2018,20,521,1.56245891477002
61,11,10,2018,9,612,1.19718042557899
19,12,11,2018,58,874,2.90930239264523
121,30,10,2018,33,968,2.31076324341485
2,31,12,2018,0,322,0.689143101515663
1143,6,3,2018,38,583,1.5787305705206
1561,26,2,2018,29,652,1.72269337625433
299,5,9,2018,8,1019,1.61212546348115
63,12,2,2018,6,1041,1.33345128057691
117,10,8,2018,10,1208,2.61838226022497
7,2,8,2018,21,1943,3.48313933516712
144,17,8,2018,10,980,2.12613175883712
250,27,1,2018,34,1322,1.96788263064139
9,17,5,2018,13,2168,5.01729875206394
6,1,6,2018,66,354,1.08023700342955
11,14,6,2018,30,767,1.72446261809288
164,29,12,2018,68,840,1.65717031012646
12,15,5,2018,20,969,2.19696446127737
1,18,4,2018,67,976,1.71412290709547
244,8,7,2018,1,2271,2.59942561027983
27,28,1,2018,0,622,1.58750699128407
221,11,7,2018,76,1921,3.37138797792015
10,13,11,2018,24,793,2.69854219700974
22,19,11,2018,58,813,2.3557464897289
4,29,10,2018,67,4645,0.644842653288178
13,19,7,2018,59,843,1.88562386024138
75,30,12,2018,34,937,2.11712341566936
4,12,7,2018,42,2008,0.566939471272966
2,31,7,2018,40,476,1.45281043693555
57,21,4,2018,0,1027,2.10232138358005
7,24,1,2018,14,436,1.40418986346506
47,18,2,2018,46,2242,1.99840309988203
37,22,8,2018,20,1904,2.16554382130849
1,23,5,2018,41,790,2.26002399294998
3020,27,6,2018,29,1240,1.9178093266821
164,19,5,2018,6,1205,2.54061894629003
12,31,5,2018,7,547,1.83793719868479
18,28,4,2018,20,1268,2.36908925262244
555,3,5,2018,57,769,2.22445018289495
3145,19,6,2018,37,1189,2.11598192386453
8,30,3,2018,14,640,2.19880431708332
30,25,3,2018,33,824,2.50294013409175
3,21,1,2018,3,439,1.31986283728327
1706,26,2,2018,38,708,1.75528036013296
23,18,7,2018,32,5554,2.13028324256132
3,16,1,2018,22,512,1.38436464798439
179,16,8,2018,76,1958,3.04987223380274
48,10,11,2018,10,876,1.90192506983674
6,29,8,2018,40,7515,2.11639659516054
1,9,1,2018,28,1425,5.1165472766436
18,18,10,2018,32,1511,2.38289833144442
531,7,8,2018,34,1572,2.41185845424676
70,12,5,2018,6,719,2.2788932904222
24,8,2,2018,0,499,1.30181855420209
1,5,3,2018,67,419,1.71412290709547
14,23,7,2018,56,1082,3.04675939188655
27,26,1,2018,9,376,0.92917296710598
66,23,5,2018,58,1423,2.34776375050849
217,5,6,2018,6,866,2.19721176408152
2,29,7,2018,42,1903,1.61171155985939
3,27,10,2018,30,1375,3.00332836819222
42,17,7,2018,9,1952,3.43936938800631
320,24,5,2018,31,1515,2.80398662523536
3,12,11,2018,56,606,1.9653087033013
4,6,10,2018,7,853,0.768191336793875
2,15,9,2018,27,666,1.212450485851
34,24,3,2018,1,675,1.33551260052336
2825,26,8,2018,37,1648,2.07866680215668
7,7,11,2018,59,703,2.68356515251059
45,14,4,2018,34,683,1.64408759145526
101,2,1,2018,68,529,1.51445456617579
1,8,11,2018,15,496,1.46344062791727
28,17,8,2018,5,1854,1.86856052115431
3,2,4,2018,7,529,1.92630079801305
2,26,3,2018,7,638,2.08475792237799
3,13,3,2018,59,1345,4.2383627860678
11,22,1,2018,35,672,2.05496585480403
404,2,9,2018,31,2085,2.68973242942055
86,21,10,2018,76,1256,2.79160096298265
10,1,8,2018,56,1285,4.28903960692859
3636,19,7,2018,38,1341,2.0201336529903
405,20,1,2018,29,672,1.73924570046898
954,24,8,2018,25,820,2.20744473875871
436,15,11,2018,25,672,2.06879679240822
9,9,11,2018,4,595,1.58276566031633
159,13,1,2018,29,600,1.35177479097612
2,28,8,2018,66,1019,2.40698547335226
37,17,10,2018,35,566,1.71117147453528
79,7,6,2018,35,1916,1.9521254487618
10,13,1,2018,35,595,1.72639127023431
49,14,2,2018,10,638,1.84506386511027
12,3,9,2018,20,1836,4.36736607223836
5,5,11,2018,30,899,3.25474133563578
82,17,7,2018,35,1206,1.59218070124332
4,26,3,2018,13,673,2.0223306997791
8,29,10,2018,59,579,2.08359707949935
3529,29,5,2018,38,1202,2.04384504547716
5,12,4,2018,28,1030,4.05722510274971
117,11,1,2018,23,666,2.1373087463607
1,6,2,2018,21,602,1.02118814345416
30,17,5,2018,5,1156,1.89971823586289
4,26,10,2018,67,525,1.67936065986724
3411,14,6,2018,38,1111,2.04641161708674
54,13,3,2018,33,722,1.99701749809916
13,28,11,2018,5,664,2.13607803729938
107,27,8,2018,0,1115,1.97105119298856
59,27,5,2018,9,2206,2.00489098400229
21,3,1,2018,31,538,1.5255806619551
432,10,9,2018,23,1197,2.64662577631961
1,18,3,2018,21,682,2.54491995673594
1,12,1,2018,66,643,1.43912639601014
3,21,8,2018,40,5237,4.12735962557142
10,16,3,2018,9,273,0.869096241588207
16,21,3,2018,16,571,1.81694089120792
12,25,2,2018,58,707,1.65010546780672
127,21,5,2018,23,713,2.30161667468279
13,17,7,2018,32,1247,3.68427376124916
3485,24,5,2018,37,1305,2.11501341269975
21,12,9,2018,32,1054,2.73164212814054
62,3,9,2018,0,2361,2.23430502251658
58,11,11,2018,10,682,1.64259988031967
69,14,9,2018,58,1048,2.88007202385277
1,4,4,2018,39,985,1.64730030803119
259,15,9,2018,1,1533,2.36456931112546
5,5,9,2018,26,1597,4.12418023556352
24,12,2,2018,1,849,1.60627719605092
12,16,8,2018,39,2557,3.61107884154746
50,3,1,2018,34,697,1.98994422143198
17,20,11,2018,16,704,2.17366440244944
5,4,6,2018,40,798,2.63195145647831
20,3,3,2018,35,1038,1.75097693977339
22,21,8,2018,20,989,2.68652275249672
251,15,6,2018,1,1449,2.24703297153459
14,19,5,2018,14,880,2.50295572903874
5,18,3,2018,24,1066,1.71822226639271
35,1,1,2018,25,549,1.19285669824668
91,22,11,2018,25,3861,1.46554187309616
3,2,4,2018,30,734,1.62926229022746
3,20,3,2018,30,658,2.63233632517413
2,27,2,2018,67,827,0.586680788161064
334,2,6,2018,31,1846,3.28084087421375
1,1,3,2018,26,78928,0
281,15,1,2018,38,529,1.30262321735815
8,27,5,2018,3,1591,2.90693140153427
154,20,1,2018,23,796,2.44299647866748
2,17,12,2018,56,1621,3.76317113411441
10,23,3,2018,22,1023,3.07044578014883
4,24,3,2018,4,539,1.47484588710546
5,9,1,2018,14,733,2.17800760794236
13,15,4,2018,0,659,0.697832229034715
5,25,7,2018,21,1592,5.3935845458909
15,10,6,2018,20,2086,4.17549360583138
1,16,3,2018,15,366,0
60,7,9,2018,35,875,1.77926035662547
3,13,3,2018,56,859,2.57790743788928
171,23,8,2018,46,2896,2.56397590170048
3,2,2,2018,3,528,1.6970636182307
5,4,4,2018,13,1096,4.11628584437286
4,1,5,2018,59,1168,3.352920728467
2,26,5,2018,40,2173,0.493997444523685
3,20,1,2018,26,292,0.799092411821883
43,24,10,2018,58,1412,2.17774568751982
4,29,10,2018,39,786,1.21106767168437
4,24,8,2018,28,965,3.7463601794833
7,11,1,2018,20,808,1.96669358953715
143,6,12,2018,8,455,1.19069571741342
9,30,11,2018,14,679,1.85127330428759
25,10,6,2018,0,620,1.31669493865905
894,1,3,2018,29,577,1.67580223571571
16,15,9,2018,24,1559,2.67272448290477
252,14,4,2018,37,580,1.46799171256221
1099,27,5,2018,29,3840,1.95245961883269
10,16,7,2018,66,4194,2.21205436470769
3,17,3,2018,24,966,0.940369077769378
420,29,8,2018,23,915,2.39659750400966
200,19,12,2018,34,888,2.14825115102488
18,13,1,2018,46,831,2.59255035224757
3142,30,8,2018,29,714,1.78679885570107
8,22,7,2018,67,2463,1.44490367486202
50,24,1,2018,31,441,1.28959155494678
14,27,4,2018,14,1163,3.28070290290804
8,24,8,2018,59,1050,3.77925645322883
8,17,7,2018,26,9946,4.54825411001127
46,30,11,2018,0,1076,1.69536980552029
